order_id,customer_id,order_date,status,shipping_address,shipping_city,shipping_state,shipping_zip,total_amount
624,120,2024-12-01,cancelled,15255 Davenport Mountain,Padillaside,ND,23722,3716.62
625,120,2025-04-18,shipped,17489 Tara Brooks,Rebekahstad,AS,70447,2513.5
626,120,2025-10-24,delivered,971 Jones Vista,Margaretberg,HI,80343,3767.32
627,120,2025-10-25,pending,5459 Brandon Street,Annamouth,MD,58817,3067.13
628,120,2025-05-24,delivered,37983 Jeanne Trace,Taylorberg,NV,33283,406.17
629,120,2025-03-19,shipped,60895 Buck Camp,West Donnaburgh,HI,15742,2585.41
630,120,2025-09-10,delivered,68960 Rose Flat,Stephenland,DC,88531,3325.84
631,120,2025-05-29,shipped,74611 Jessica Ports,Rayberg,NH,14280,342.57
632,120,2025-07-16,cancelled,603 Abigail Oval Suite 285,Huntville,ND,34344,4363.83
633,121,2025-09-10,delivered,763 Jennifer Port,Lake Adambury,NM,77490,1006.88
634,121,2025-03-03,delivered,5744 Rodriguez Cape Suite 692,Taylormouth,LA,86247,216.86
635,121,2025-02-11,pending,5916 Sharon Street Suite 359,New Zachary,SC,83971,3160.13
636,121,2025-08-15,cancelled,9965 Cole Throughway,Lake Tyler,MT,87794,235.12
637,121,2025-09-18,pending,7843 Byrd Overpass,North Wendy,SD,88309,3875.96
638,121,2024-12-21,delivered,6135 Dawn Alley Suite 883,Silvaberg,ID,26370,2324.41
639,121,2025-08-17,shipped,0336 Anderson Plaza Suite 023,Port Yvonneberg,GU,90072,5126.2
640,121,2025-09-20,cancelled,3273 Benson Station Suite 149,Mooreton,ID,18805,2124.94
641,122,2025-01-01,pending,7714 Sparks Isle,New Johnstad,MD,48754,24.6
642,122,2025-03-26,pending,20061 King Fields Suite 445,Laurenfurt,DE,21487,4848.29
643,122,2024-12-24,processing,912 Rhodes Throughway,Port Roberttown,NV,96831,5263.26
644,122,2025-04-19,cancelled,22830 Hughes Haven,Grantstad,IA,88476,3142.81
645,123,2024-11-14,pending,5559 Williams Lodge Apt. 560,Jimenezside,PA,88602,4098.06
646,123,2025-03-14,shipped,27639 Jose View,Johnsonhaven,HI,91501,2434.15
647,123,2025-08-28,cancelled,9626 Isaiah Spur,East Bryan,NV,49590,2326.38
648,123,2025-03-23,pending,1790 Schneider Mountain,Lake Carlosmouth,TX,14632,4989.32
649,123,2025-01-19,processing,39344 Stephen Rapid,Shannonville,MS,24398,5384.96
650,123,2025-08-22,delivered,333 Joy Estate,Loganberg,DE,00821,1246.98
651,123,2025-10-09,cancelled,07122 Williams Centers Apt. 283,Wallaceview,HI,60011,1231.23
652,123,2025-09-11,delivered,4985 Moss Plain,Mccormickside,FL,08645,1426.58
653,123,2025-04-17,shipped,28012 Cherry Plaza,West Jonathanchester,MN,66465,1508.63
654,124,2025-06-26,cancelled,47609 Cardenas View Apt. 647,Lake Courtney,PW,45411,944.05
655,124,2025-01-20,delivered,3787 Harrison Plaza Suite 070,Robertfort,NH,60551,1657.77
656,125,2025-09-10,delivered,1298 Ashley Drives,Erichaven,AR,78978,1979.48
657,125,2025-01-04,pending,1641 Johnson Junctions,Port Travis,SD,68127,2794.66
658,125,2025-11-13,delivered,56688 Laura Club Suite 647,Cynthiaberg,NH,76867,2717.27
659,125,2025-06-04,shipped,24285 Tonya Spring,Christopherfurt,WY,02861,3862.54
660,125,2024-12-15,delivered,848 Alexa Alley,South Aaronhaven,WI,95388,4951.41
661,125,2025-08-06,shipped,1520 Mcdonald Cove Apt. 740,Jeremychester,OH,76389,1161.6
662,125,2025-04-06,shipped,672 Gutierrez Skyway Apt. 511,Port Ashleytown,AR,89143,3705.14
663,125,2025-05-14,pending,78502 Nathan Drive,Elizabethshire,NJ,21927,5278.25
664,125,2025-08-06,processing,920 Alexander Spring,New Rachel,NJ,48273,863.56
665,125,2025-10-30,shipped,7539 Morris Way Suite 442,Edwardview,TN,85494,4977.92
666,126,2025-01-16,delivered,1641 Osborne Forest,Carterstad,CO,25097,679.54
667,126,2025-02-13,shipped,376 Figueroa Trail Suite 681,Wangtown,MP,69994,1888.45
668,126,2025-03-17,delivered,1749 Lauren Pike Suite 968,West Joshuaton,NY,08144,1171.6
669,126,2025-02-03,cancelled,624 Emily Mills Suite 450,Clarkview,MN,32415,2758.81
670,126,2025-03-16,pending,9111 Heather Centers,Laurenland,ND,33306,1120.59
671,126,2025-04-21,delivered,985 Lori Club Apt. 596,New Elizabethton,GU,86887,2030.34
672,127,2025-05-08,shipped,480 Nicole Drive,Bakerstad,RI,65426,1432.46
673,128,2025-07-28,shipped,55482 Morse Plaza,Lake Chelsealand,PR,99944,1964.87
674,128,2025-09-21,pending,4984 Torres Avenue Suite 293,Mullenfort,VA,72281,2474.35
675,128,2025-11-04,delivered,721 Jordan Mount Apt. 758,Port Josephberg,RI,24215,640.91
676,128,2025-04-26,cancelled,9889 Lawrence Plains Suite 754,Markview,FM,59734,2258.55
677,130,2025-09-03,cancelled,34019 Jennifer Prairie Apt. 605,Whitemouth,MA,87465,4383.28
678,130,2024-12-07,delivered,6389 Daniel Ville,Mckenziehaven,LA,39115,2952.47
679,130,2025-05-17,delivered,5611 Ortiz Unions,Taylorberg,UT,31957,4191.84
680,130,2025-10-16,pending,0659 Stone Way,Tammyville,MS,05104,1743.61
681,130,2025-01-02,processing,4330 Mary Spring,Port Nicole,SD,94279,3555.99
682,130,2025-08-31,cancelled,86244 Brennan Knoll Suite 311,Lake Charles,ND,92058,2316.28
683,130,2024-11-18,shipped,287 Rebecca Mall Apt. 545,Williamfurt,IN,46853,1325.28
684,130,2025-04-30,cancelled,418 Frederick Walk Apt. 521,Lake Alexandra,ND,50469,4683.99
685,130,2025-04-30,delivered,9469 Thompson Parkway,Lake Mary,LA,59353,1853.31
686,130,2025-10-22,delivered,2031 Mary Expressway,Davisburgh,IL,98253,3107.08
687,132,2025-01-13,shipped,66864 Kristin Well,Gardnerberg,NE,71486,194.44
688,132,2025-08-12,cancelled,72876 Jennifer Drive Apt. 877,Port Joseph,CO,97937,2624.89
689,132,2024-11-15,processing,83345 Castillo Junctions Suite 232,Porterton,AR,33883,2049.31
690,133,2025-03-21,delivered,8597 Bruce Crossroad,Walkerberg,GA,72689,3808.24
691,133,2025-03-26,delivered,42402 Peterson Highway Suite 893,Staffordmouth,SD,05570,4099.86
692,133,2025-03-06,pending,67881 Kramer Manor,Ricardomouth,IN,69660,2577.35
693,133,2025-04-13,pending,9044 Reese Meadows Suite 332,New Melanie,UT,21870,4758.35
694,134,2025-03-03,cancelled,8770 Donna Manors Apt. 394,Brandishire,TX,37076,2697.31
695,134,2025-01-14,processing,0760 Clark Corner Apt. 033,Lake Davidhaven,NM,12443,1373.36
696,134,2025-10-15,processing,83356 Luke Plaza Apt. 080,West Loriborough,NH,37227,3001.27
697,134,2025-10-04,shipped,6702 Henry Pass,Jonesmouth,MS,48449,5178.5
698,134,2025-07-07,cancelled,957 Gomez Park Suite 959,Theresatown,MH,45406,460.24
699,134,2025-03-18,pending,629 Scott Hills,Nancyport,MH,10240,3904.93
700,134,2025-06-18,cancelled,525 Jocelyn Shore,Douglaston,NH,88153,1969.6
701,134,2025-09-09,delivered,65119 Christopher Village,Travisport,MD,20022,1960.04
702,134,2024-12-06,pending,27694 Harris Passage,West Stephanie,ID,96023,1773.19
703,134,2025-04-02,processing,12440 Brandi Trail,Halltown,OK,33336,969.96
704,135,2024-12-18,delivered,180 Higgins Shoals,West Timothy,MD,76915,3245.78
705,136,2025-06-21,processing,047 Davis Union,East Mark,MT,01570,2531.88
706,137,2024-12-16,shipped,34348 Kennedy Flats,New Katie,RI,57177,2474.35
707,137,2025-08-08,cancelled,6861 Tristan Highway,North Kayla,FL,03898,2422.74
708,137,2025-09-09,shipped,138 Victoria Canyon,West Brittanyport,OH,05005,1556.79
709,137,2025-01-15,delivered,881 Byrd Hollow,Ericville,GU,75510,3312.04
710,137,2024-12-24,delivered,213 Manuel Points,North Scott,FL,31106,3001.94
711,137,2025-09-04,delivered,670 Dickson Station Apt. 710,Lake Amy,OK,12591,2040.43
712,137,2025-07-11,processing,740 Li Burgs,East Jenniferburgh,AK,33139,3145.72
713,138,2025-02-26,cancelled,560 Jones Path Suite 650,Chavezberg,MI,93232,2290.9
714,138,2025-10-12,processing,31631 Johnson Flat Suite 811,West Kayleemouth,PR,04561,2998.6
715,138,2025-01-24,delivered,06670 Michael Rest Suite 696,Parksbury,VI,94310,1787.68
716,138,2025-01-05,processing,70071 Mills Branch,New Tylerland,KY,86479,4719.28
717,138,2024-12-01,cancelled,32343 Lauren Lodge Suite 874,Nicoleside,UT,69462,2011.54
718,138,2025-06-15,cancelled,237 Greene Avenue,Lopezhaven,PR,43102,1491.34
719,138,2025-11-02,processing,585 Kelly Ways,East Christineville,MH,76012,1804.25
720,139,2025-04-25,shipped,48236 Daniels Ford,Gonzalezshire,MP,83719,2951.82
721,140,2025-01-26,shipped,80043 Scott Lakes,Robertview,NC,56957,1111.84
722,140,2025-08-26,cancelled,416 Travis Corners Apt. 063,South Masonburgh,OK,58469,1469.08
723,140,2025-05-18,shipped,14584 William Creek Suite 415,Thompsonville,VT,41343,4105.88
724,140,2025-08-16,pending,611 Ryan Crest,West Paultown,VI,26485,3486.29
725,140,2025-10-19,shipped,18926 Kirsten Junctions Suite 465,Gregoryfurt,NY,32849,4117.08
726,140,2025-04-09,shipped,77140 Kelly Union Suite 545,Emilychester,AK,01663,3191.52
727,141,2025-02-10,cancelled,19622 Rowe Forges,Marshfort,PW,35504,1284.56
728,141,2025-08-06,delivered,173 Yates Fort,Dominiqueton,OR,43078,4261.01
729,141,2025-10-04,processing,93409 Richard Lake Apt. 811,South Linda,WY,34530,2222.74
730,141,2025-10-11,delivered,48484 Monica Mountains,Johnsonchester,HI,64334,4230.87
731,141,2025-11-08,cancelled,951 Shepherd Ranch Suite 449,Pattersonmouth,LA,18613,2498.93
732,141,2025-10-03,delivered,756 Thomas Extension,North Danielland,SD,59067,4295.99
733,141,2025-01-31,shipped,7945 Jim Spring Apt. 638,Port Francis,KY,96482,1473.26
734,141,2025-05-31,shipped,100 Sean Mountain Apt. 294,Shaneland,WA,97289,3164.6
735,141,2025-02-13,cancelled,9484 Holly Walk,Glennbury,MD,94038,746.72
736,142,2025-03-29,delivered,337 Emily Valleys,Marquezfurt,TN,64980,5109.9
737,142,2025-06-23,delivered,302 Mcclure Lane,Danafort,CT,11352,2424.14
738,142,2025-03-25,shipped,187 Emily Pike,Charlestown,NM,95884,297.22
739,142,2025-06-25,processing,61146 Scott Station,North Yvonnehaven,IA,08411,1516.06
740,142,2025-09-03,processing,4247 Susan Via Suite 237,Wallerside,TX,95922,1134.95
741,142,2025-05-24,cancelled,07881 Matthew Extensions Suite 121,New Tanyaburgh,MO,63818,1581.6
742,142,2025-06-23,delivered,666 Eddie Meadows,Reneeborough,OH,28682,2493.45
743,142,2025-09-30,processing,1646 Theresa Trafficway Apt. 037,Port Katherineshire,MP,03276,2260.89
744,143,2025-05-05,pending,78088 Ellison Squares,Waltonshire,IN,22025,345.46
745,143,2024-11-27,shipped,098 Joshua Groves Apt. 674,Grimesburgh,RI,54220,879.72
746,143,2025-03-27,delivered,4456 Alexander Meadow,Fosterview,CO,78892,4756.19
747,143,2025-05-29,delivered,179 Jimenez Ports,Adamton,ID,40783,4539.49
748,143,2025-03-22,delivered,02626 Brian Crossroad,Alvaradoview,MI,23023,5294.69
749,143,2025-11-07,processing,3309 Yvette Mountain Suite 063,Christopherhaven,MA,19721,1216.47
750,144,2025-07-22,pending,7675 David Station,South Kathleen,OK,78299,602.61
751,144,2024-11-22,processing,536 Burke Fords,East Travis,IN,28956,5711.04
752,144,2025-02-21,cancelled,85628 Steven Turnpike,South Emily,HI,44674,4784.65
753,144,2025-08-31,cancelled,03370 Amy Prairie,Douglasborough,KS,04961,2244.31
754,144,2025-01-31,shipped,43333 Cynthia Plain Apt. 845,Waltersland,DC,47693,1355.69
755,144,2025-07-21,pending,047 Scott Ramp Suite 176,Fernandezfurt,LA,48935,3690.26
756,144,2025-10-06,delivered,4215 Wade Plains Apt. 792,Robertsmouth,IL,93993,1165.67
757,145,2025-01-08,cancelled,96885 Jose Curve Apt. 903,Austinmouth,PW,89228,1809.99
758,146,2025-08-01,pending,315 John Court,Katherinechester,MI,48054,461.46
759,146,2025-09-11,processing,025 Randy Mews,Littleton,MO,85203,1047.77
760,146,2025-05-09,delivered,7671 Poole Ports,Wrightside,OR,47473,2645.68
761,146,2025-08-21,processing,038 Lopez Drive,Jamesberg,CT,43132,4615.3
762,146,2025-03-29,pending,74396 Candace Glens Suite 940,New Anna,MD,98031,535.62
763,146,2025-03-04,delivered,6531 Brown Overpass Apt. 002,North Eileenmouth,IL,50330,2210.6
764,146,2025-07-31,shipped,25673 George Stream Apt. 487,Anneland,NE,87995,1828.89
765,147,2025-04-14,cancelled,91090 Dunn Meadows,Corteztown,WA,58482,2660.82
766,147,2025-02-01,delivered,4478 Elizabeth Passage,Christinaview,CO,63984,2751.4
767,147,2025-04-29,pending,093 Davis Mall,Rosestad,SC,73800,2410.12
768,147,2024-12-24,shipped,5734 Graham Ports,Jonathanfort,WY,28472,431.78
769,147,2025-08-07,cancelled,780 Anderson Ports,Lake Martinchester,MI,12019,1159.41
770,148,2025-06-15,shipped,8477 Brittney Terrace,South Joshua,GU,35107,2694.65
771,148,2025-03-30,delivered,685 Wesley Locks,Lake Marcus,FL,31924,5903.05
772,148,2024-11-30,cancelled,6924 Kenneth Well Apt. 548,Larsonburgh,DE,24967,4035.39
773,148,2025-09-27,pending,560 William Circles,New Amyborough,MA,41178,2603.12
774,148,2025-04-24,cancelled,6049 Jason Lodge Suite 747,Navarroshire,DE,86624,3042.36
775,148,2025-08-28,pending,1221 Williams Throughway,Lake Autumn,TX,53593,665.95
776,149,2025-08-11,shipped,8681 Bobby Village Suite 158,East Jay,DC,71779,2001.93
777,149,2025-04-23,processing,13855 Katie Burg Apt. 957,Port April,CT,04586,2967.08
778,149,2024-12-09,pending,5718 Rhonda Points,South Julieland,PA,39193,2567.15
779,150,2025-07-06,pending,65055 Barbara Skyway,Port Sarah,MT,70264,779.01
780,150,2025-05-02,pending,671 Smith Branch,Chelseyberg,PA,27240,2415.5
781,150,2025-08-14,delivered,507 Caroline Corner,New Jeffrey,GU,18916,2004.39
782,150,2024-12-11,processing,9522 Anna Wall,Blaketon,GU,28445,2393.36
783,150,2025-05-17,shipped,7588 Cruz Stravenue,Scotttown,MS,52854,3667.8
784,150,2024-12-24,pending,262 Debra Circle,Vargasstad,CA,56773,831.98
785,152,2025-03-16,pending,121 Angela Causeway Apt. 811,Port Elizabeth,SD,30650,277.48
786,152,2025-10-18,shipped,02559 Carpenter Dale,South Kristinbury,DE,37789,4549.03
787,152,2025-09-25,shipped,688 Megan Prairie Suite 196,West Michaelstad,GA,12173,3401.2
788,152,2024-12-08,shipped,36081 Hartman Trail,Lake Pamelatown,KS,33938,4432.41
789,152,2025-08-30,delivered,81971 Johnson Trail Apt. 469,Josephshire,FM,46690,2027.45
790,153,2024-11-24,processing,95806 Heather Motorway Suite 566,Lake Christine,ND,46164,1309.07
791,153,2025-06-22,cancelled,4294 Kevin Shores,West Christinemouth,VI,85768,3434.52
792,154,2025-05-04,cancelled,53847 Mullins Rapids Apt. 953,North Peterport,NM,18717,1491.96
793,154,2025-06-04,processing,74685 Dennis Tunnel Suite 297,Millerfurt,MS,18471,517.76
794,154,2025-09-07,processing,0349 Joseph Locks Suite 701,Woodburgh,MP,65727,4440.16
795,154,2025-08-29,processing,402 Penny View Suite 231,West Earl,HI,27118,5263.87
796,154,2025-03-25,pending,6008 Mcgee Pike,Carolineland,NV,24061,884.55
797,154,2024-12-24,cancelled,52053 Gonzalez Corners Apt. 184,Samanthatown,MA,80798,1835.02
798,155,2025-10-01,cancelled,2322 Adam Corner,New Joseph,KS,98040,235.12
799,155,2025-02-08,processing,1408 Hunt Greens,Lake Megan,NH,63640,3368.57
800,155,2025-06-30,delivered,402 Sarah Meadow,East Christopher,NM,82120,2347.77
801,155,2025-11-13,cancelled,100 Hernandez Inlet,South Maurice,NH,68569,1187.01
802,155,2025-09-08,processing,55877 Parsons Ways Suite 263,Wayneside,FL,26115,4569.53
803,155,2025-08-30,processing,254 Adkins Crossroad Suite 351,South Taraside,WV,24954,2954.16
804,156,2025-06-15,shipped,0345 Hall Street,New Suzanne,GA,01433,1956.83
805,156,2025-02-22,delivered,7666 Amanda Plains Suite 458,Millerberg,AR,82521,969.27
806,156,2025-05-15,shipped,13685 Curtis Trail Apt. 621,South Maureenland,KS,35015,1529.3
807,156,2025-02-06,pending,106 Joshua Heights,Douglasfurt,ME,46707,989.74
808,156,2025-08-14,delivered,4331 Davis Crossing Suite 333,Kristenmouth,GA,82056,2150.57
809,156,2025-04-29,shipped,10034 Kelly Rapid Suite 585,Simshaven,NC,66900,3368.56
810,156,2024-12-18,cancelled,602 Michael Ramp Apt. 794,South Samuel,PW,29283,2486.22
811,157,2025-05-31,pending,4903 David Expressway,East Monica,MD,35109,981.3
812,157,2025-06-17,delivered,0473 Tina Street,Port Randy,NH,41087,2395.51
813,158,2025-05-10,cancelled,740 Smith Lodge Suite 656,North Emilymouth,MS,94485,996.2
814,158,2025-01-06,shipped,212 David Village,Port Melissa,MT,70910,2757.44
815,158,2025-01-16,delivered,472 Green Turnpike Apt. 933,West Jenniferstad,SD,77339,3043.2
816,158,2025-10-04,shipped,206 Keller Locks Apt. 485,North Hunter,KS,86147,265.17
817,158,2025-11-03,delivered,58498 Daniel Pike Suite 651,West Howard,AK,51461,4580.71
818,159,2025-08-31,processing,8170 Hansen Stream,Port Nicholas,SC,69841,2183.08
819,159,2024-12-19,delivered,659 Frost Street,Ashleyview,GA,10102,5511.5
820,159,2025-07-12,delivered,9313 Lee Spurs,Rogersfort,HI,64577,3290.64
821,159,2025-04-17,pending,8777 Bradley Lake Suite 134,South Jonathanland,OR,45857,1947.32
822,160,2025-02-06,delivered,842 Buchanan Walk,East James,PA,02203,3695.09
823,160,2025-08-03,cancelled,1500 Charles Fork Apt. 548,West Justinborough,MT,33415,3114.3
824,160,2025-05-25,shipped,49901 Michelle Pine,Davisfurt,WI,33280,327.38
825,161,2025-09-29,shipped,904 Matthew Orchard Apt. 806,Austinshire,MS,61028,2694.03
826,161,2025-07-29,shipped,7209 Wilson Unions,Port James,HI,57169,1937.13
827,161,2025-03-11,pending,205 Bradley Mill,West Rhonda,RI,61970,3252.75
828,161,2024-12-23,delivered,7932 Owens Crest Apt. 549,Port Tammyfort,IL,82466,2786.46
829,161,2025-09-22,shipped,609 Romero Lodge,Websterton,WV,69149,494.5
830,161,2025-03-26,pending,58679 Calderon Square Apt. 644,Williamsfurt,ID,20211,1711.75
831,161,2025-05-22,cancelled,6596 Moss Path Suite 669,Loriview,NV,98094,3831.35
832,161,2024-12-13,pending,3474 Holland Stravenue Apt. 405,South Tyler,PA,85364,2958.07
833,161,2024-11-15,cancelled,896 Johns Row Suite 503,Ballardstad,KY,73110,121.67
834,162,2025-10-15,shipped,8053 James Place,Sarashire,ID,24949,4664.55
835,162,2025-08-20,processing,69648 Heather Harbor,South Jeffreyborough,AR,36524,709.29
836,162,2024-12-16,cancelled,63240 Garcia Unions Apt. 658,Port Amanda,SC,76709,531.26
837,162,2025-04-29,shipped,46746 Holt Turnpike,Shieldston,IA,29128,1059.38
838,162,2025-10-09,processing,3997 Rodriguez Ranch,Port Brian,WV,75941,353.56
839,162,2025-03-03,processing,10276 Timothy Place,Lake Morganmouth,DE,51847,1150.08
840,162,2025-03-09,cancelled,779 Harris Flat Apt. 061,Johnmouth,NV,86392,710.19
841,163,2025-04-06,processing,789 Melissa Brooks Suite 260,Port Tanner,VA,53386,3097.69
842,163,2025-10-13,pending,6707 Dana Squares Apt. 292,Lake Raymond,CT,29129,2493.45
843,163,2025-06-22,pending,37745 Choi Cove,East Tyrone,NY,58945,277.02
844,163,2024-11-16,shipped,807 Katherine Road Suite 510,Adamsfort,AZ,60147,1318.26
845,164,2025-06-05,pending,478 Hunt Flat,East Jonathanstad,NH,28428,479.03
846,164,2025-04-30,cancelled,404 Oliver Neck Apt. 809,East Davidmouth,OH,66829,2307.36
847,164,2025-02-16,shipped,3167 Reese Parkway Suite 440,Wendyshire,IL,03640,1284.56
848,164,2025-01-29,processing,075 Smith Station,Ericton,DE,97915,6092.07
849,164,2025-04-02,pending,02999 James Forges,New Lynnburgh,PW,32729,3519.41
850,164,2025-04-01,shipped,4030 Harper Ramp Apt. 540,Lake Steven,GA,03876,3749.44
851,164,2024-12-28,shipped,953 Angela Islands,North Kellyborough,CO,87572,5386.88
852,165,2025-06-07,processing,068 Lindsey Centers,Allisonville,WY,91349,1736.43
853,165,2024-11-25,processing,54847 Rose Knolls,Avilafort,PA,59099,3314.33
854,165,2025-10-22,processing,824 Little Islands,New Maria,MN,11595,4453.49
855,165,2025-06-09,cancelled,2382 Frederick Walk,New Michael,CT,66619,2965.24
856,165,2025-03-26,shipped,5768 Matthew Junction,East Brianhaven,DE,75891,5263.25
857,165,2025-04-26,cancelled,4876 Emma Junction Apt. 488,Brendaville,FM,93954,1062.24
858,166,2025-10-07,shipped,089 Destiny Heights Suite 403,Anthonychester,PA,47832,243.34
859,166,2025-03-27,processing,355 Michele Parkways Apt. 277,Kevinmouth,SC,65598,3264.66
860,166,2025-11-10,shipped,5925 Suarez Crest Apt. 387,Port Keith,OR,33048,1343.32
861,166,2025-05-19,delivered,007 Jennifer Well Suite 594,Ashleychester,NH,35254,2289.84
862,166,2025-11-06,shipped,6239 French Shoals,Wilsonmouth,MN,77325,716.52
863,166,2025-02-06,shipped,27674 Nicholas Crossing Apt. 272,Sandersborough,AS,08726,2305.27
864,166,2025-11-13,pending,1341 Escobar Route Apt. 054,Matthewbury,WY,38484,3082.29
865,166,2025-03-30,delivered,556 Susan Manors Apt. 357,Perryton,OH,80816,1460.49
866,167,2025-03-31,processing,9108 Malone Center,Jamesfort,CO,49070,238.74
867,168,2025-11-01,delivered,785 Clayton Stravenue Suite 933,Hawkinston,WI,81249,3826.63
868,168,2025-08-04,cancelled,60898 Lucas Burg,North Miguelside,ID,78779,1936.63
869,168,2024-12-13,shipped,53202 Mitchell Bypass,Lake Erica,IA,93249,114.78
870,169,2025-02-05,delivered,79020 Amy Roads Suite 821,New Kenneth,NV,68623,3400.31
871,171,2024-12-21,cancelled,6634 Jocelyn Plains Apt. 481,West Jacob,WI,53553,3640.47
872,171,2025-04-30,pending,4264 Charles Glens Suite 832,Greenechester,MT,31908,1567.74
873,171,2025-05-03,delivered,187 Summers Hollow Suite 992,Paulmouth,TN,12076,2468.95
874,171,2025-03-11,shipped,9399 Wright Valleys Suite 566,Desireeborough,RI,37089,3611.44
875,172,2024-11-16,shipped,690 Adams Radial,Myershaven,CA,16457,2794.96
876,172,2025-07-27,cancelled,92324 Castro Dam,North Jeremy,IL,30700,1825.85
877,172,2025-05-20,delivered,61386 Gillespie Squares Suite 783,West Kristinmouth,OR,50969,1405.1
878,172,2025-08-06,shipped,765 Shaw Points Apt. 055,Port Jessicafurt,SC,98622,2654.94
879,172,2025-05-18,pending,4943 Sexton Expressway Suite 056,West Suzannestad,ID,33440,3361.65
880,172,2025-09-19,processing,00421 Ramos Motorway Apt. 520,West Christopher,OK,12649,5086.31
881,172,2025-06-23,delivered,056 Burton Freeway Apt. 585,New Christopherview,ID,24831,1166.7
882,172,2025-10-02,pending,987 Jenkins Ford,Port Tracy,OR,91181,5882.39
883,172,2025-08-18,cancelled,2338 Aaron Canyon,Lake Madisonton,AZ,48162,2367.03
884,172,2025-01-10,cancelled,184 Stevens Villages,Bettychester,MN,81521,3003.86
885,173,2025-07-03,cancelled,2702 Jensen Meadow,North Laurieborough,MD,66535,3605.83
886,173,2025-09-28,processing,40775 Jeffrey Meadow,North Caitlinberg,MH,18842,318.65
887,173,2024-12-25,pending,974 Lara Flats Suite 147,Port Eric,LA,32722,1393.24
888,173,2024-12-15,delivered,4312 Coleman Keys,Chaseburgh,IN,26878,6288.39
889,173,2025-04-18,shipped,5580 Farmer Glen,Nguyenmouth,FL,55680,3238.56
890,174,2025-05-09,delivered,36702 Ramsey Creek,North Pamelastad,MH,98585,4625.0
891,174,2025-10-07,pending,706 Luis Club Apt. 218,Port Patrickborough,AS,24123,3125.16
892,174,2025-02-14,processing,93305 Moreno Street Suite 165,Rothmouth,OR,39403,3227.19
893,174,2025-01-25,pending,83024 Randy Greens,Bradymouth,SC,90168,3309.3
894,174,2025-03-21,pending,020 Jones Trail,West Jenniferside,NY,04797,2394.15
895,174,2025-09-11,shipped,09334 Hampton Stream Apt. 363,North Leslie,VT,48775,1531.67
896,174,2025-08-11,delivered,70098 Wilson Trail Suite 377,Lake Deborahville,WY,61111,2659.31
897,174,2024-11-17,pending,0125 Andrea Springs Apt. 397,South Dawnside,MN,50397,1821.62
898,174,2025-06-06,pending,6975 Michael Court,Cranebury,UT,74268,2068.3
899,174,2025-02-13,processing,105 Stafford Radial,Port Nicholasside,ID,32921,2080.34
900,175,2025-08-18,processing,9364 Johnson Rapids,Jenniferton,MS,46426,2436.22
901,175,2025-08-13,delivered,2593 Mcdonald Shore Suite 650,Philiptown,NJ,71015,2764.55
902,175,2025-10-21,delivered,2271 Robert Trace Apt. 611,Hunttown,WA,15907,2700.18
903,175,2024-11-23,shipped,0919 Richard Alley,Lake Tannerton,VI,26231,229.56
904,175,2025-01-04,cancelled,628 Melvin Vista Suite 777,North Joshuashire,NH,18081,1625.0
905,175,2025-08-10,delivered,211 Simmons Shoal Suite 460,Colemouth,PA,47951,1959.3
906,175,2025-04-13,cancelled,220 Grimes Vista,East Michealbury,PR,96096,3877.84
907,175,2025-10-02,processing,8925 Brandon Knolls Apt. 674,Fowlerborough,MN,71455,4710.13
908,176,2024-12-29,pending,177 Hicks Haven,Hayesbury,MN,81007,3684.68
909,176,2025-11-08,delivered,843 Nathan Rapids Suite 125,Port Barry,CO,80669,1995.74
910,176,2025-01-29,cancelled,646 Edgar Valleys,Rodriguezland,OK,55581,3907.59
911,176,2025-06-28,delivered,53031 Kathy Neck,North Manuel,MO,70017,1521.32
912,176,2025-01-03,shipped,3355 Rodney Extension Apt. 294,Kinghaven,DE,15408,1973.94
913,176,2025-01-24,pending,9934 Martinez Fort,Port David,OR,29471,180.24
914,177,2024-12-15,processing,786 Bullock Branch Apt. 947,Maryton,MD,43185,1950.0
915,177,2025-05-19,delivered,791 Turner Cliffs Apt. 434,Jamiebury,NY,91683,2719.79
916,177,2024-12-12,delivered,575 Mercedes Divide,Mooreview,NY,05041,1376.16
917,177,2025-08-24,processing,9575 Lopez Ridge,Jamesshire,CT,53839,586.17
918,177,2025-06-09,shipped,0885 Smith Ports Suite 394,Laurieton,WY,94460,1746.81
919,178,2024-12-09,shipped,2797 Dean Keys,Mckenzieberg,DE,00684,3798.48
920,179,2024-12-24,shipped,896 Jason Drives,West Shane,MD,28044,1358.75
921,179,2025-06-06,pending,111 Moran Camp Apt. 475,Brownland,VI,54507,375.04
922,179,2025-03-04,delivered,2455 Butler Estates,East Suzannebury,MA,93437,772.94
923,179,2025-02-18,shipped,223 Smith Villages Apt. 734,West Paul,PW,08635,121.67
924,179,2025-11-04,processing,7006 Laura Gateway Apt. 079,Danielborough,MA,17994,2110.32
925,179,2024-12-11,pending,120 Gabriel Roads Apt. 756,South Xaviermouth,NE,33674,1041.6
926,179,2025-07-29,delivered,541 Jeffery Flat,Myerstown,DC,68381,4698.39
927,179,2025-03-25,pending,6581 Lucas Courts,Jessicaside,GA,74664,2682.71
928,180,2024-12-06,processing,49221 Dawn Cove Suite 299,Williamport,DE,37757,2524.88
